Date,Open,High,Low,Close,Adj Close,Volume
2004-04-06,10.399999618530273,10.5,8.420000076293945,10.5,8.721285820007324,15
2004-04-07,8.520000457763672,10.5,8.520000457763672,10.5,8.721285820007324,250
2004-04-08,10.5,10.5,10.5,10.5,8.721285820007324,0
2004-04-09,10.5,10.5,10.5,10.5,8.721285820007324,0
2004-04-12,10.5,10.5,10.5,10.5,8.721285820007324,0
2004-04-13,10.5,10.5,10.5,10.5,8.721285820007324,0
2004-04-14,10.5,10.5,10.5,10.5,8.721285820007324,0
2004-04-15,9.0,10.350000381469727,9.0,10.300000190734863,8.555166244506836,1100
2004-04-16,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,8.555166244506836,0
2004-04-19,9.0,9.0,9.0,9.0,7.4753875732421875,50
2004-04-20,9.0,9.0,9.0,9.0,7.4753875732421875,0
2004-04-21,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,7.9737467765808105,250
2004-04-22,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,8.13986873626709,440
2004-04-23,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,8.13986873626709,0
2004-04-26,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,8.13986873626709,0
2004-04-27,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,8.13986873626709,0
2004-04-28,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,8.13986873626709,0
2004-04-29,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,8.13986873626709,0
2004-04-30,11.390000343322754,11.390000343322754,9.109999656677246,11.380000114440918,9.452214241027832,1500
2004-05-03,10.0,10.0,10.0,10.0,8.305988311767578,100
2004-05-04,11.9399995803833,11.9399995803833,10.100000381469727,11.0600004196167,9.186421394348145,1020
2004-05-05,11.0600004196167,11.399999618530273,9.300000190734863,9.600000381469727,7.9737467765808105,2505
2004-05-06,10.0,10.779999732971191,9.949999809265137,10.100000381469727,8.38904857635498,4300
2004-05-07,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,8.38904857635498,0
2004-05-10,8.359999656677246,10.380000114440918,8.359999656677246,10.380000114440918,8.62161636352539,2000
2004-05-11,10.380000114440918,10.380000114440918,10.380000114440918,10.380000114440918,8.62161636352539,0
2004-05-12,8.5,8.5,8.5,8.5,7.060090065002441,5
2004-05-13,8.600000381469727,10.180000305175781,8.600000381469727,10.170000076293945,8.44719123840332,75
2004-05-14,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,7.317574977874756,500
2004-05-17,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,7.317574977874756,0
2004-05-18,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,7.317574977874756,0
2004-05-19,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,7.317574977874756,0
2004-05-20,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,7.317574977874756,0
2004-05-21,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,7.317574977874756,0
2004-05-24,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754,7.799322128295898,250
2004-05-25,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754,7.799322128295898,0
2004-05-26,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754,7.799322128295898,0
2004-05-27,9.390000343322754,9.390000343322754,9.390000343322754,9.390000343322754,7.799322128295898,0
2004-05-28,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,6.49528169631958,5
2004-05-31,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,6.49528169631958,0
2004-06-01,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,6.49528169631958,0
2004-06-02,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,6.49528169631958,0
2004-06-03,7.820000171661377,7.820000171661377,7.820000171661377,7.820000171661377,6.49528169631958,0
2004-06-04,6.400000095367432,9.199999809265137,6.400000095367432,7.599999904632568,6.312549591064453,1380
2004-06-07,7.619999885559082,7.630000114440918,6.489999771118164,7.070000171661377,5.872334003448486,760
2004-06-08,7.070000171661377,7.070000171661377,7.070000171661377,7.070000171661377,5.872334003448486,0
2004-06-09,7.070000171661377,7.070000171661377,7.070000171661377,7.070000171661377,5.872334003448486,0
2004-06-10,7.070000171661377,7.070000171661377,7.070000171661377,7.070000171661377,5.872334003448486,0
2004-06-11,7.019999980926514,7.019999980926514,7.0,7.0,5.8141913414001465,980
2004-06-14,7.0,7.0,7.0,7.0,5.8141913414001465,0
2004-06-15,7.0,7.0,7.0,7.0,5.8141913414001465,0
2004-06-16,7.0,7.0,7.0,7.0,5.8141913414001465,0
2004-06-17,7.0,7.0,7.0,7.0,5.8141913414001465,0
2004-06-18,7.0,7.0,7.0,7.0,5.8141913414001465,0
2004-06-21,7.0,7.0,7.0,7.0,5.8141913414001465,0
2004-06-22,7.0,7.0,7.0,7.0,5.8141913414001465,0
2004-06-23,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,4.759330749511719,5000
2004-06-24,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,4.759330749511719,0
2004-06-25,5.730000019073486,5.730000019073486,5.730000019073486,5.730000019073486,4.759330749511719,0
2004-06-28,6.679999828338623,6.679999828338623,6.340000152587891,6.340000152587891,5.265995979309082,1690
2004-06-29,6.340000152587891,6.340000152587891,6.340000152587891,6.340000152587891,5.265995979309082,0
2004-06-30,6.340000152587891,6.340000152587891,6.340000152587891,6.340000152587891,5.265995979309082,0
2004-07-01,6.800000190734863,7.400000095367432,6.800000190734863,7.199999809265137,5.980310440063477,3625
